id,highway,name,oneway,lit,lanes,maxspeed,railway,boundary,access,natural,barrier,tunnel,bridge,incline,waterway,busway,toll
448918860,,,,,,,,,,,,,,,,,
448918861,,,,,,,,,,,,,,,,,
448918862,,,,,,,,,,,,,,,,,
448918863,,,,,,,,,,,,,,,,,
448919230,,,,,,,,,,,,,,,,,
448919231,,,,,,,,,private,,,,,,,,
448919232,,,,,,,,,private,,,,,,,,
448919233,,,,,,,,,,,,,,,,,
448919234,,,,,,,,,,,,,,,,,
448919235,,,,,,,,,,,,,,,,,
448919236,,,,,,,,,,,,,,,,,
448919237,,,,,,,,,,,,,,,,,
448919238,,,,,,,,,,,,,,,,,
448919239,,,,,,,,,,,,,,,,,
448919240,,,,,,,,,,,,,,,,,
448919242,,,,,,,,,,,,,,,,,
448919244,,,,,,,,,,,,,,,,,
448919246,,,,,,,,,,,,,,,,,
448919248,,,,,,,,,,,,,,,,,
448919250,,,,,,,,,,,,,,,,,
448919251,,,,,,,,,,,,,,,,,
448919729,,,,,,,,,,,,,,,,,
448919731,,,,,,,,,,,,,,,,,
448919733,,,,,,,,,private,,,,,,,,
448919735,,,,,,,,,,,,,,,,,
448919739,,,,,,,,,private,,,,,,,,
448919741,,,,,,,,,,,,,,,,,
448919743,,,,,,,,,private,,,,,,,,
448919745,,,,,,,,,private,,,,,,,,
448919747,,,,,,,,,,,,,,,,,
448919749,,,,,,,,,,,,,,,,,
448919751,,,,,,,,,,,,,,,,,
448919753,,,,,,,,,,,,,,,,,
448919755,,,,,,,,,,,,,,,,,
448919757,,,,,,,,,,,,,,,,,
448919758,,,,,,,,,,,,,,,,,
448919760,,,,,,,,,,,,,,,,,
448919761,,,,,,,,,,,,,,,,,
448919762,,,,,,,,,,,,,,,,,
448919763,,,,,,,,,,,,,,,,,
448919764,,,,,,,,,,,,,,,,,
448919765,,,,,,,,,,,,,,,,,
448919766,,,,,,,,,,,,,,,,,
448919767,,,,,,,,,,,,,,,,,
448919768,,,,,,,,,,,,,,,,,
448919769,,,,,,,,,,,,,,,,,
448919770,,,,,,,,,,,,,,,,,
448919771,,,,,,,,,,,,,,,,,
448921194,,,,,,,,,,,,,,,,,
448937849,,,,,,,,,,,,,,,,,
448937850,,,,,,,,,,,,,,,,,
448937851,,,,,,,,,,,,,,,,,
448937853,,,,,,,,,,,,,,,,,
448937854,,,,,,,,,,,,,,,,,
448937855,,,,,,,,,,,,,,,,,
448937857,,,,,,,,,,,,,,,,,
448937859,,,,,,,,,,,,,,,,,
448937863,,,,,,,,,,,,,,,,,
448937864,,,,,,,,,,,,,,,,,
448937866,,,,,,,,,,,,,,,,,
448937867,,,,,,,,,,,,,,,,,
448941857,,,,,,,,,,,,,,,,,
448944368,,,,,,,,,,,,,,,,,
448944369,,,,,,,,,,,,,,,,,
448944370,,,,,,,,,,,,,,,,,
448944371,,,,,,,,,,,,,,,,,
448944372,,,,,,,,,,,,,,,,,
448944373,,,,,,,,,,,,,,,,,
448944374,,,,,,,,,,,,,,,,,
448944375,,,,,,,,,,,,,,,,,
448944376,,,,,,,,,,,,,,,,,
448944377,,,,,,,,,,,,,,,,,
448944378,,,,,,,,,,,,,,,,,
448944379,,,,,,,,,,,,,,,,,
448944380,,,,,,,,,,,,,,,,,
448944381,,,,,,,,,,,,,,,,,
448944382,,,,,,,,,,,,,,,,,
448944383,,,,,,,,,,,,,,,,,
448944384,,,,,,,,,,,,,,,,,
448944385,,,,,,,,,,,,,,,,,
448944386,,,,,,,,,,,,,,,,,
448944387,,,,,,,,,,,,,,,,,
448944388,,,,,,,,,,,,,,,,,
448944389,,,,,,,,,,,,,,,,,
448944390,,,,,,,,,,,,,,,,,
448944391,,,,,,,,,,,,,,,,,
448944392,,,,,,,,,,,,,,,,,
448944393,,,,,,,,,,,,,,,,,
448944394,,,,,,,,,,,,,,,,,
448944395,,,,,,,,,,,,,,,,,
448944396,,,,,,,,,,,,,,,,,
448944397,,,,,,,,,,,,,,,,,
448944398,,,,,,,,,,,,,,,,,
448944399,,,,,,,,,,,,,,,,,
448944400,,,,,,,,,,,,,,,,,
448944401,,,,,,,,,,,,,,,,,
448944402,,,,,,,,,,,,,,,,,
448944403,,,,,,,,,,,,,,,,,
448944665,,,,,,,,,,,,,,,,,
448944666,,,,,,,,,,,,,,,,,
448944667,,,,,,,,,,,,,,,,,
448944668,,,,,,,,,,,,,,,,,
448944669,,,,,,,,,,,,,,,,,
448944670,,,,,,,,,,,,,,,,,
448944671,,,,,,,,,,,,,,,,,
448944672,,,,,,,,,,,,,,,,,
448944673,,,,,,,,,,,,,,,,,
448944674,,,,,,,,,,,,,,,,,
448944675,,,,,,,,,,,,,,,,,
448944676,,,,,,,,,,,,,,,,,
448944677,,,,,,,,,,,,,,,,,
448944678,,,,,,,,,,,,,,,,,
448944679,,,,,,,,,,,,,,,,,
448944680,,,,,,,,,,,,,,,,,
448944681,,,,,,,,,,,,,,,,,
448944682,,,,,,,,,,,,,,,,,
448945042,,,,,,,,,,,,,,,,,
448945043,,,,,,,,,,,,,,,,,
448945044,,,,,,,,,,,,,,,,,
448945045,,,,,,,,,,,,,,,,,
448945046,,,,,,,,,,,,,,,,,
448945047,,,,,,,,,,,,,,,,,
448945048,,,,,,,,,,,,,,,,,
448945049,,,,,,,,,,,,,,,,,
448945050,,,,,,,,,,,,,,,,,
448945051,,,,,,,,,,,,,,,,,
448945052,,,,,,,,,,,,,,,,,
448945053,,,,,,,,,,,,,,,,,
448945054,,,,,,,,,,,,,,,,,
448945395,,,,,,,,,,,,,,,,,
448945396,,,,,,,,,,,,,,,,,
448945397,,,,,,,,,,,,,,,,,
448948800,,,,,,,,,,,,,,,,,
448948801,,,,,,,,,,,,,,,,,
448948802,,,,,,,,,,,,,,,,,
448948803,,,,,,,,,,,,,,,,,
448948804,,,,,,,,,,,,,,,,,
448948805,,,,,,,,,,,,,,,,,
448948806,,,,,,,,,,,,,,,,,
448948807,,,,,,,,,,,,,,,,,
448948808,,,,,,,,,,,,,,,,,
448948809,,,,,,,,,,,,,,,,,
448948810,,,,,,,,,,,,,,,,,
448948811,,,,,,,,,,,,,,,,,
448948812,,,,,,,,,,,,,,,,,
448948813,,,,,,,,,,,,,,,,,
448948814,,,,,,,,,,,,,,,,,
448948815,,,,,,,,,,,,,,,,,
448948816,,,,,,,,,,,,,,,,,
448948817,,,,,,,,,,,,,,,,,
448948818,,,,,,,,,,,,,,,,,
448948819,,,,,,,,,,,,,,,,,
448948820,,,,,,,,,,,,,,,,,
448948821,,,,,,,,,,,,,,,,,
448948822,,,,,,,,,,,,,,,,,
448949232,,,,,,,,,,,,,,,,,
448949233,,,,,,,,,,,,,,,,,
448949234,,,,,,,,,,,,,,,,,
448949235,,,,,,,,,,,,,,,,,
448949236,,,,,,,,,,,,,,,,,
448949237,,,,,,,,,,,,,,,,,
448949238,,,,,,,,,,,,,,,,,
448949239,,,,,,,,,,,,,,,,,
448949240,,,,,,,,,,,,,,,,,
448949241,,,,,,,,,,,,,,,,,
448949242,,,,,,,,,,,,,,,,,
448949243,,,,,,,,,,,,,,,,,
448949244,,,,,,,,,,,,,,,,,
448949617,,Ζαχάρωφ,,,,,,low_emission_zone,,,,,,,,,
448949623,,Μεσογείων,,,,,,low_emission_zone,,,,,,,,,
448949624,,Μιχαλακοπούλου,,,,,,low_emission_zone,,,,,,,,,
448949627,,Σπύρ�,,,,,,low_emission_zone,,,,,,,,,
448949628,,Φειδιππίδου,,,,,,low_emission_zone,,,,,,,,,
449119811,steps,Πινδάρου,,,,,,,,,,,,,,,
449119812,pedestrian,Πινδάρου,,,,,,,,,,,,,,,
449119813,steps,Πινδάρου,,,,,,,,,,,,,,,
449154864,,,,,,,,,,,,,,,,,
449154865,,,,,,,,,,,,,,,,,
449154866,,,,,,,,,,,,,,,,,
449154867,,,,,,,,,,,,,,,,,
449154868,,,,,,,,,,,,,,,,,
449154869,,,,,,,,,,,,,,,,,
449154870,,,,,,,,,,,,,,,,,
449154871,,,,,,,,,,,,,,,,,
449154872,,,,,,,,,,,,,,,,,
449154873,,,,,,,,,,,,,,,,,
449154874,,,,,,,,,,,,,,,,,
449154875,,,,,,,,,,,,,,,,,
449154876,,,,,,,,,,,,,,,,,
449154877,,,,,,,,,,,,,,,,,
449154878,,,,,,,,,,,,,,,,,
449154879,,,,,,,,,,,,,,,,,
449154880,,,,,,,,,,,,,,,,,
449154881,,,,,,,,,,,,,,,,,
449155094,,,,,,,,,,,,,,,,,
449155095,,,,,,,,,,,,,,,,,
449155096,,,,,,,,,,,,,,,,,
449155097,,,,,,,,,,,,,,,,,
449155098,,,,,,,,,,,,,,,,,
449155099,,,,,,,,,,,,,,,,,
449155100,,,,,,,,,,,,,,,,,
449155101,,,,,,,,,,,,,,,,,
449155102,,,,,,,,,,,,,,,,,
449155103,,,,,,,,,,,,,,,,,
449155104,,,,,,,,,,,,,,,,,
449155105,,,,,,,,,,,,,,,,,
449155106,,,,,,,,,,,,,,,,,
449155107,,,,,,,,,,,,,,,,,
449155108,,,,,,,,,,,,,,,,,
449155109,,,,,,,,,,,,,,,,,
449155110,,,,,,,,,,,,,,,,,
449155111,,,,,,,,,,,,,,,,,
449155112,,,,,,,,,,,,,,,,,
449155401,,,,,,,,,,,,,,,,,
449155402,,,,,,,,,,,,,,,,,
449155403,,,,,,,,,,,,,,,,,
449155404,,,,,,,,,,,,,,,,,
449155405,,,,,,,,,,,,,,,,,
449155406,,,,,,,,,,,,,,,,,
449155407,,,,,,,,,,,,,,,,,
449155408,,,,,,,,,,,,,,,,,
449155409,,,,,,,,,,,,,,,,,
449155410,,,,,,,,,,,,,,,,,
449155411,,,,,,,,,,,,,,,,,
449155412,,,,,,,,,,,,,,,,,
449155413,,,,,,,,,,,,,,,,,
449155414,,,,,,,,,,,,,,,,,
449155415,,,,,,,,,,,,,,,,,
449155703,,,,,,,,,,,,,,,,,
449155704,,,,,,,,,,,,,,,,,
449155705,,,,,,,,,,,,,,,,,
449155706,,,,,,,,,,,,,,,,,
449155707,,,,,,,,,,,,,,,,,
449155708,,,,,,,,,,,,,,,,,
449155709,,,,,,,,,,,,,,,,,
449155710,,,,,,,,,,,,,,,,,
449155711,,,,,,,,,,,,,,,,,
449155712,,,,,,,,,,,,,,,,,
449155713,,,,,,,,,,,,,,,,,
449155714,,,,,,,,,,,,,,,,,
449155715,,,,,,,,,,,,,,,,,
449155716,,,,,,,,,,,,,,,,,
449155717,,,,,,,,,,,,,,,,,
449155718,,,,,,,,,,,,,,,,,
449155719,,,,,,,,,,,,,,,,,
449155720,,,,,,,,,,,,,,,,,
449155721,,,,,,,,,,,,,,,,,
449155722,,,,,,,,,,,,,,,,,
449155723,,,,,,,,,,,,,,,,,
449155724,,,,,,,,,,,,,,,,,
449155725,,,,,,,,,,,,,,,,,
449155726,,,,,,,,,,,,,,,,,
449155727,,,,,,,,,,,,,,,,,
449155728,,,,,,,,,,,,,,,,,
449155729,,,,,,,,,,,,,,,,,
449155730,,,,,,,,,,,,,,,,,
449155731,,,,,,,,,,,,,,,,,
449155732,,,,,,,,,,,,,,,,,
449155733,,,,,,,,,,,,,,,,,
449155734,,,,,,,,,,,,,,,,,
449155735,,,,,,,,,,,,,,,,,
449155736,,,,,,,,,,,,,,,,,
449155737,,,,,,,,,,,,,,,,,
449155738,,,,,,,,,,,,,,,,,
449155739,,,,,,,,,,,,,,,,,
449156081,,,,,,,,,,,,,,,,,
449156083,,,,,,,,,,,,,,,,,
449156084,,,,,,,,,,,,,,,,,
449156085,,,,,,,,,,,,,,,,,
449156086,,,,,,,,,,,,,,,,,
449156087,,,,,,,,,,,,,,,,,
449156088,,,,,,,,,,,,,,,,,
449156089,,,,,,,,,,,,,,,,,
449156090,,,,,,,,,,,,,,,,,
449156091,,,,,,,,,,,,,,,,,
449156092,,,,,,,,,,,,,,,,,
449156093,,,,,,,,,,,,,,,,,
449156094,,,,,,,,,,,,,,,,,
449156095,,,,,,,,,,,,,,,,,
449156096,,,,,,,,,,,,,,,,,
449156097,,,,,,,,,,,,,,,,,
449156788,,,,,,,,,,,,,,,,,
449156790,,,,,,,,,,,,,,,,,
449156794,,,,,,,,,,,,,,,,,
449156796,,,,,,,,,,,,,,,,,
449156797,,,,,,,,,,,,,,,,,
449156798,,,,,,,,,,,,,,,,,
449156803,,,,,,,,,,,,,,,,,
449158318,,,,,,,,,,,,,,,,,
449158329,,,,,,,,,,,,,,,,,
451699253,,Hil,,,,,,,,,,,,,,,
452762513,,,,,,,,,,,,,,,,,
452762515,,,,,,,,,,,,,,,,,
452762517,,,,,,,,,,,,,,,,,
452762519,,,,,,,,,,,,,,,,,
452762521,,,,,,,,,,,,,,,,,
452762523,,,,,,,,,,,,,,,,,
452762525,,,,,,,,,,,,,,,,,
452762526,,,,,,,,,,,,,,,,,
452762527,,,,,,,,,,,,,,,,,
452762528,,,,,,,,,,,,,,,,,
452762529,,,,,,,,,,,,,,,,,
452762530,,,,,,,,,,,,,,,,,
452762531,,,,,,,,,,,,,,,,,
452762532,,,,,,,,,,,,,,,,,
452762533,,,,,,,,,,,,,,,,,
452764406,,,,,,,,,,,,,,,,,
452764407,,,,,,,,,,,,,,,,,
452764408,,,,,,,,,,,,,,,,,
452764409,,,,,,,,,,,,,,,,,
452764410,,,,,,,,,,,,,,,,,
452764411,,,,,,,,,,,,,,,,,
452764412,,,,,,,,,,,,,,,,,
452764413,,,,,,,,,,,,,,,,,
452764414,,,,,,,,,,,,,,,,,
452764415,,,,,,,,,,,,,,,,,
452764416,,,,,,,,,,,,,,,,,
452764417,,,,,,,,,,,,,,,,,
452764418,,,,,,,,,,,,,,,,,
452764419,,,,,,,,,,,,,,,,,
452764420,,,,,,,,,,,,,,,,,
452764421,,,,,,,,,,,,,,,,,
452764422,,,,,,,,,,,,,,,,,
452764423,,,,,,,,,,,,,,,,,
452764424,,Ili,,,,,,,,,,,,,,,
452764425,,,,,,,,,,,,,,,,,
452764426,,,,,,,,,,,,,,,,,
452767345,,,,,,,,,,,,,,,,,
452767346,,,,,,,,,,,,,,,,,
452767347,,,,,,,,,,,,,,,,,
452767348,,,,,,,,,,,,,,,,,
452767349,,,,,,,,,,,,,,,,,
452767350,,,,,,,,,,,,,,,,,
452767351,,,,,,,,,,,,,,,,,
452767352,,,,,,,,,,,,,,,,,
452767353,,,,,,,,,,,,,,,,,
452767354,,,,,,,,,,,,,,,,,
452767355,,,,,,,,,,,,,,,,,
452767356,,,,,,,,,,,,,,,,,
452767357,,,,,,,,,,,,,,,,,
452767358,,,,,,,,,,,,,,,,,
452767359,,,,,,,,,,,,,,,,,
452767360,,,,,,,,,,,,,,,,,
452827971,footway,,,,,,,,,,,,,,,,
452827972,footway,,,,,,,,,,,building_passage,,,,,
452827973,footway,,,,,,,,,,,,,,,,
452827974,,,,,,,,,,,,,,,,,
452827975,,,,,,,,,,,,,,,,,
452827976,,,,,,,,,,,,,,,,,
452827977,,,,,,,,,,,,,,,,,
452827978,,,,,,,,,,,,,,,,,
452827979,,,,,,,,,,,,,,,,,
452827980,,,,,,,,,,,,,,,,,
452827981,,,,,,,,,,,,,,,,,
452827982,,,,,,,,,,,,,,,,,
452827983,,,,,,,,,,,,,,,,,
452827984,,,,,,,,,,,,,,,,,
452828495,,,,,,,,,,,,,,,,,
452828496,,,,,,,,,,,,,,,,,
452828497,,,,,,,,,,,,,,,,,
452828498,,,,,,,,,,,,,,,,,
452828499,,,,,,,,,,,,,,,,,
452828500,,,,,,,,,,,,,,,,,
452828501,,,,,,,,,,,,,,,,,
452828502,,,,,,,,,,,,,,,,,
452828503,,,,,,,,,,,,,,,,,
452828504,,,,,,,,,,,,,,,,,
452828505,,,,,,,,,,,,,,,,,
452828506,,,,,,,,,,,,,,,,,
452828507,,,,,,,,,,,,,,,,,
452828508,,,,,,,,,,,,,,,,,
452829027,,,,,,,,,,,,,,,,,
452829028,,,,,,,,,,,,,,,,,
452829030,,,,,,,,,,,,,,,,,
452829031,,,,,,,,,,,,,,,,,
452829032,,,,,,,,,,,,,,,,,
452829033,,,,,,,,,,,,,,,,,
452829034,,,,,,,,,,,,,,,,,
452829035,,,,,,,,,,,,,,,,,
452829036,,,,,,,,,,,,,,,,,
452829037,,,,,,,,,,,,,,,,,
452829038,,,,,,,,,,,,,,,,,
452829039,,,,,,,,,,,,,,,,,
452829040,,,,,,,,,,,,,,,,,
452829041,,,,,,,,,,,,,,,,,
452830059,,,,,,,,,,,,,,,,,
452830060,,,,,,,,,,,,,,,,,
452830061,,,,,,,,,,,,,,,,,
452830062,,,,,,,,,,,,,,,,,
452830063,,,,,,,,,,,,,,,,,
452830064,,,,,,,,,,,,,,,,,
452830065,,Λευκ�,,,,,,,,,,,,,,,
452830066,,,,,,,,,,,,,,,,,
452830067,,,,,,,,,,,,,,,,,
452830068,,,,,,,,,,,,,,,,,
452830069,,,,,,,,,,,,,,,,,
452830070,,,,,,,,,,,,,,,,,
452830071,,,,,,,,,,,,,,,,,
452830072,,,,,,,,,,,,,,,,,
452830073,,,,,,,,,,,,,,,,,
452830074,,,,,,,,,,,,,,,,,
452830075,,,,,,,,,,,,,,,,,
452830076,,,,,,,,,,,,,,,,,
452830077,,,,,,,,,,,,,,,,,
452830078,,,,,,,,,,,,,,,,,
452830079,,Holi,,,,,,,,,,,,,,,
452830080,,,,,,,,,,,,,,,,,
452830081,,,,,,,,,,,,,,,,,
452830082,,,,,,,,,,,,,,,,,
452830083,,,,,,,,,,,,,,,,,
452830084,,,,,,,,,,,,,,,,,
452830919,,,,,,,,,,,,,,,,,
452830921,,,,,,,,,,,,,,,,,
452830924,,,,,,,,,,,,,,,,,
452830926,,,,,,,,,,,,,,,,,
452830928,,,,,,,,,,,,,,,,,
452830930,,,,,,,,,,,,,,,,,
452830932,,,,,,,,,,,,,,,,,
452830934,,,,,,,,,,,,,,,,,
452830936,,,,,,,,,,,,,,,,,
452830938,,,,,,,,,,,,,,,,,
452830941,,,,,,,,,,,,,,,,,
452830943,,,,,,,,,,,,,,,,,
452830945,,,,,,,,,,,,,,,,,
452830946,,,,,,,,,,,,,,,,,
452830948,,,,,,,,,,,,,,,,,
452830950,,,,,,,,,,,,,,,,,
452830953,,,,,,,,,,,,,,,,,
452830955,,,,,,,,,,,,,,,,,
452830957,,,,,,,,,,,,,,,,,
452830959,,,,,,,,,,,,,,,,,
452830961,,,,,,,,,,,,,,,,,
452830963,,,,,,,,,,,,,,,,,
452830965,,,,,,,,,,,,,,,,,
452830967,,,,,,,,,,,,,,,,,
452831635,,,,,,,,,,,,,,,,,
452831636,,Ευγενίδε�,,,,,,,,,,,,,,,
452831637,,,,,,,,,,,,,,,,,
452831638,,,,,,,,,,,,,,,,,
452831639,,,,,,,,,,,,,,,,,
452831640,,,,,,,,,,,,,,,,,
452833133,,,,,,,,,,,,,,,,,
452833134,,,,,,,,,,,,,,,,,
452833135,,,,,,,,,,,,,,,,,
452833136,,,,,,,,,,,,,,,,,
452833137,,,,,,,,,,,,,,,,,
452833138,,,,,,,,,,,,,,,,,
452833139,,,,,,,,,,,,,,,,,
452833140,,,,,,,,,,,,,,,,,
452833141,,,,,,,,,,,,,,,,,
452833142,,,,,,,,,,,,,,,,,
452833143,,,,,,,,,,,,,,,,,
452833144,,,,,,,,,,,,,,,,,
452833145,,,,,,,,,,,,,,,,,
452833146,,,,,,,,,,,,,,,,,
452833147,,,,,,,,,,,,,,,,,
452833148,,,,,,,,,,,,,,,,,
452833149,,,,,,,,,,,,,,,,,
452835809,,,,,,,,,,,,,,,,,
452835810,,,,,,,,,,,,,,,,,
452835811,,,,,,,,,,,,,,,,,
452835812,,,,,,,,,,,,,,,,,
452835813,,,,,,,,,,,,,,,,,
452835814,,,,,,,,,,,,,,,,,
452835815,,,,,,,,,,,,,,,,,
452835816,,Ύπα�,,,,,,,,,,,,,,,
452835817,,,,,,,,,,,,,,,,,
452835818,,,,,,,,,,,,,,,,,
452835819,,,,,,,,,,,,,,,,,
452835820,,,,,,,,,,,,,,,,,
452835821,,,,,,,,,,,,,,,,,
452835822,,,,,,,,,,,,,,,,,
452835823,,,,,,,,,,,,,,,,,
452835824,,,,,,,,,,,,,,,,,
452835825,,,,,,,,,,,,,,,,,
452835826,,,,,,,,,,,,,,,,,
452835827,,,,,,,,,,,,,,,,,
452835828,,,,,,,,,,,,,,,,,
452835829,,,,,,,,,,,,,,,,,
452835830,,,,,,,,,,,,,,,,,
452835831,,,,,,,,,,,,,,,,,
452835832,,,,,,,,,,,,,,,,,
452835833,,,,,,,,,,,,,,,,,
452835834,,,,,,,,,,,,,,,,,
452835835,,,,,,,,,,,,,,,,,
452835836,,,,,,,,,,,,,,,,,
452835837,,,,,,,,,,,,,,,,,
452835838,,,,,,,,,,,,,,,,,
452835839,,,,,,,,,,,,,,,,,
452835840,,,,,,,,,,,,,,,,,
452835841,,,,,,,,,,,,,,,,,
452835842,,,,,,,,,,,,,,,,,
452835843,,,,,,,,,,,,,,,,,
452838720,,,,,,,,,,,,,,,,,
452838721,,,,,,,,,,,,,,,,,
452838722,,,,,,,,,,,,,,,,,
452838723,,,,,,,,,,,,,,,,,
452838724,,,,,,,,,,,,,,,,,
452838725,,,,,,,,,,,,,,,,,
452838726,,,,,,,,,,,,,,,,,
452838727,,,,,,,,,,,,,,,,,
452838728,,,,,,,,,,,,,,,,,
452838729,,,,,,,,,,,,,,,,,
452838730,,,,,,,,,,,,,,,,,
452838731,,,,,,,,,,,,,,,,,
452838732,,,,,,,,,,,,,,,,,
452838733,,,,,,,,,,,,,,,,,
452838734,,Παράρτη�,,,,,,,,,,,,,,,
452838735,,,,,,,,,,,,,,,,,
452838736,,,,,,,,,,,,,,,,,
452838737,,Πρεσβε�,,,,,,,,,,,,,,,
452838738,,,,,,,,,,,,,,,,,
452838739,,,,,,,,,,,,,,,,,
452838740,,,,,,,,,,,,,,,,,
452838741,,,,,,,,,,,,,,,,,
452838742,,,,,,,,,,,,,,,,,
452838743,,,,,,,,,,,,,,,,,
452838744,,,,,,,,,,,,,,,,,
452838745,,,,,,,,,,,,,,,,,
452838746,,,,,,,,,,,,,,,,,
452838747,,,,,,,,,,,,,,,,,
452838748,,,,,,,,,,,,,,,,,
452838749,,,,,,,,,,,,,,,,,
452838750,,,,,,,,,,,,,,,,,
452838751,,,,,,,,,,,,,,,,,
452838752,,,,,,,,,,,,,,,,,
452838753,,,,,,,,,,,,,,,,,
452838754,,,,,,,,,,,,,,,,,
452839368,,,,,,,,,,,,,,,,,
452839369,,,,,,,,,,,,,,,,,
452839370,,,,,,,,,,,,,,,,,
452839371,,,,,,,,,,,,,,,,,
452839372,,,,,,,,,,,,,,,,,
452839373,,,,,,,,,,,,,,,,,
452839374,,,,,,,,,,,,,,,,,
452839375,,,,,,,,,,,,,,,,,
452839376,,,,,,,,,,,,,,,,,
452839377,,,,,,,,,,,,,,,,,
452839378,,,,,,,,,,,,,,,,,
452839379,,,,,,,,,,,,,,,,,
452839380,,,,,,,,,,,,,,,,,
452839381,,,,,,,,,,,,,,,,,
452839382,,,,,,,,,,,,,,,,,
452839383,,,,,,,,,,,,,,,,,
452839384,,,,,,,,,,,,,,,,,
452839385,,,,,,,,,,,,,,,,,
452839386,,,,,,,,,,,,,,,,,
452839387,,,,,,,,,,,,,,,,,
452839388,,,,,,,,,,,,,,,,,
452839389,,,,,,,,,,,,,,,,,
452839390,,,,,,,,,,,,,,,,,
452839391,,,,,,,,,,,,,,,,,
452839392,,,,,,,,,,,,,,,,,
452839393,,,,,,,,,,,,,,,,,
452839394,,Shell,,,,,,,,,,,,,,,
452840160,,,,,,,,,,,,,,,,,
452840161,,,,,,,,,,,,,,,,,
452840162,,,,,,,,,,,,,,,,,
452840163,,,,,,,,,,,,,,,,,
452840164,,,,,,,,,,,,,,,,,
452840165,,,,,,,,,,,,,,,,,
452844529,,,,,,,,,,,,,,,,,
452844530,,,,,,,,,,,,,,,,,
452844531,,,,,,,,,,,,,,,,,
452844532,,,,,,,,,,,,,,,,,
452844533,,,,,,,,,,,,,,,,,
452844535,,,,,,,,,,,,,,,,,
452844536,,,,,,,,,,,,,,,,,
452844537,,,,,,,,,,,,,,,,,
452844538,,,,,,,,,,,,,,,,,
452844539,,,,,,,,,,,,,,,,,
452844541,,,,,,,,,,,,,,,,,
452844542,,,,,,,,,,,,,,,,,
452844544,,,,,,,,,,,,,,,,,
452846814,,,,,,,,,,,,,,,,,
452846815,,,,,,,,,,,,,,,,,
452846816,,,,,,,,,,,,,,,,,
452846817,,,,,,,,,,,,,,,,,
452846818,,,,,,,,,,,,,,,,,
452846819,,,,,,,,,,,,,,,,,
452846820,,,,,,,,,,,,,,,,,
452846821,,,,,,,,,,,,,,,,,
452846822,,,,,,,,,,,,,,,,,
452846823,,,,,,,,,,,,,,,,,
452846824,,,,,,,,,,,,,,,,,
452846825,,,,,,,,,,,,,,,,,
452846826,,,,,,,,,,,,,,,,,
452846827,,,,,,,,,,,,,,,,,
452846828,,,,,,,,,,,,,,,,,
452846829,,,,,,,,,,,,,,,,,
452846830,,,,,,,,,,,,,,,,,
452846831,,,,,,,,,,,,,,,,,
452846832,,,,,,,,,,,,,,,,,
452846834,,,,,,,,,,,,,,,,,
452846835,,,,,,,,,,,,,,,,,
452846836,,,,,,,,,,,,,,,,,
452846837,,,,,,,,,,,,,,,,,
452846838,,,,,,,,,,,,,,,,,
452846839,,,,,,,,,,,,,,,,,
452846840,,,,,,,,,,,,,,,,,
452846841,,,,,,,,,,,,,,,,,
452846842,,,,,,,,,,,,,,,,,
452846843,,,,,,,,,,,,,,,,,
452846845,,,,,,,,,,,,,,,,,
452846847,,,,,,,,,,,,,,,,,
452846849,,,,,,,,,,,,,,,,,
452846851,,,,,,,,,,,,,,,,,
452846853,,,,,,,,,,,,,,,,,
452846855,,,,,,,,,,,,,,,,,
452846857,,,,,,,,,,,,,,,,,
452846859,,,,,,,,,,,,,,,,,
452846861,,,,,,,,,,,,,,,,,
452846863,,,,,,,,,,,,,,,,,
452846864,,,,,,,,,,,,,,,,,
452847025,,,,,,,,,,,,,,,,,
452847027,,,,,,,,,,,,,,,,,
452847029,,,,,,,,,,,,,,,,,
452847032,,,,,,,,,,,,,,,,,
452847034,,,,,,,,,,,,,,,,,
452847036,,,,,,,,,,,,,,,,,
452849859,,,,,,,,,,,,,,,,,
452849860,,,,,,,,,,,,,,,,,
452849861,,,,,,,,,,,,,,,,,
452849862,,,,,,,,,,,,,,,,,
452849863,,,,,,,,,,,,,,,,,
452849864,,,,,,,,,,,,,,,,,
452849865,,,,,,,,,,,,,,,,,
452849866,,,,,,,,,,,,,,,,,
452849867,,,,,,,,,,,,,,,,,
452849868,,,,,,,,,,,,,,,,,
452849869,,,,,,,,,,,,,,,,,
452849870,,,,,,,,,,,,,,,,,
452849871,,,,,,,,,,,,,,,,,
452849872,,,,,,,,,,,,,,,,,
452849873,,,,,,,,,,,,,,,,,
452849874,,,,,,,,,,,,,,,,,
452849875,,,,,,,,,,,,,,,,,
452849876,,,,,,,,,,,,,,,,,
452849877,,,,,,,,,,,,,,,,,
452849878,,,,,,,,,,,,,,,,,
452849879,,,,,,,,,,,,,,,,,
452849880,,,,,,,,,,,,,,,,,
452849881,,,,,,,,,,,,,,,,,
452849882,,,,,,,,,,,,,,,,,
452849883,,,,,,,,,,,,,,,,,
452849884,,,,,,,,,,,,,,,,,
452849885,,,,,,,,,,,,,,,,,
452849886,,,,,,,,,,,,,,,,,
452849887,,,,,,,,,,,,,,,,,
452849888,,,,,,,,,,,,,,,,,
452849889,,,,,,,,,,,,,,,,,
452849890,,,,,,,,,,,,,,,,,
452849891,,,,,,,,,,,,,,,,,
452849892,,,,,,,,,,,,,,,,,
452849893,,,,,,,,,,,,,,,,,
